text_asr,text_translated,intent,language,full_audio_path
oh hello I'm trying to pay in a large amount into my bank and I've been told I have to use an SMS to let me know what that is,oh hello I'm trying to pay in a large amount into my bank and I've been told I have to use an SMS to let me know what that is,10,en-GB,MInDS-14\audio\en-GB~HIGH_VALUE_PAYMENT/60268fecc7abb7f832138d99.wav
I want to pay a bill,I want to pay a bill,13,en-AU,MInDS-14\audio\en-AU~PAY_BILL/response_31.wav
I want to change my address,I want to change my address,1,en-AU,MInDS-14\audio\en-AU~ADDRESS/response_9.wav
I want to change the address on my account please thank you,I want to change the address on my account please thank you,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268ab1c7abb7f832138879.wav
hi I need to change my address,hi I need to change my address,1,en-US,MInDS-14\audio\en-US~ADDRESS/602b996e963e11ccd901cbb2.wav
please freeze all transactions on my card,please freeze all transactions on my card,9,en-US,MInDS-14\audio\en-US~FREEZE/602bab1abb1e6d0fbce92184.wav
ID like you to show me my recent transactions please,ID like you to show me my recent transactions please,12,en-AU,MInDS-14\audio\en-AU~LATEST_TRANSACTIONS/response_9.wav
I'd like to check my recent transactions for any weird activity,I'd like to check my recent transactions for any weird activity,12,en-US,MInDS-14\audio\en-US~LATEST_TRANSACTIONS/602b9e14963e11ccd901cc20.wav
hi there I can you please freeze my account,hi there I can you please freeze my account,9,en-AU,MInDS-14\audio\en-AU~FREEZE/response_48.wav
the card that I've got isn't working on my payment keeps getting two kinds,the card that I've got isn't working on my payment keeps getting two kinds,6,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/CAd66aefb85fe85941bf1ad2257d83d0ec_2.wav
show me my current countdown,show me my current countdown,4,en-US,MInDS-14\audio\en-US~BALANCE/602bab46bb1e6d0fbce92191.wav
I'm trying to make a large payment via my bank account and the bank says they're going to send me a confirmation code via SMS I'm going to assume that it's for,I'm trying to make a large payment via my bank account and the bank says they're going to send me a confirmation code via SMS I'm going to assume that it's for,10,en-US,MInDS-14\audio\en-US~HIGH_VALUE_PAYMENT/602ba08e5f67b421554f63c8.wav
how can I speak to someone to find how to make a high price payment,how can I speak to someone to find how to make a high price payment,10,en-GB,MInDS-14\audio\en-GB~HIGH_VALUE_PAYMENT/60268ff3c7abb7f832138dad.wav
I'm going overseas and I need to check my credit card works ok but ok overseas,I'm going overseas and I need to check my credit card works ok but ok overseas,0,en-AU,MInDS-14\audio\en-AU~ABROAD/CAddd9b9c6cf49f2f1618bbb04498062e7_1.wav
hi I'm trying to use the app but it won't load my account balance I'm able to use it,hi I'm trying to use the app but it won't load my account balance I'm able to use it,2,en-AU,MInDS-14\audio\en-AU~APP_ERROR/response_44.wav
hello I like to know how I be able to deposit the money that I currently have,hello I like to know how I be able to deposit the money that I currently have,7,en-US,MInDS-14\audio\en-US~CASH_DEPOSIT/602b990305f96973d67943a4.wav
hi I'm just calling coz my card was declined in a supermarket this morning can you tell me why why my payment declined,hi I'm just calling coz my card was declined in a supermarket this morning can you tell me why why my payment declined,6,en-GB,MInDS-14\audio\en-GB~CARD_ISSUES/60268bb2c7abb7f832138916.wav
what is my limit at the ATM,what is my limit at the ATM,3,en-US,MInDS-14\audio\en-US~ATM_LIMIT/602bae58bb1e6d0fbce92252.wav
deposit money,deposit money,7,en-AU,MInDS-14\audio\en-AU~CASH_DEPOSIT/response_25.wav
I was hoping you could help me I'm wondering what options do I have for depositing money into my account,I was hoping you could help me I'm wondering what options do I have for depositing money into my account,7,en-US,MInDS-14\audio\en-US~CASH_DEPOSIT/602baea3bb1e6d0fbce92279.wav
hi hello I'd like to discuss my direct debits I think her son not current and I shouldn't continues I need to know how to check them and have cancelled,hi hello I'd like to discuss my direct debits I think her son not current and I shouldn't continues I need to know how to check them and have cancelled,8,en-GB,MInDS-14\audio\en-GB~DIRECT_DEBIT/60268cbac7abb7f8321389c1.wav
hi there can you please explain to me how direct debits work I would like to pay for a service which requires a direct debit and I want to know how I can set one up,hi there can you please explain to me how direct debits work I would like to pay for a service which requires a direct debit and I want to know how I can set one up,8,en-GB,MInDS-14\audio\en-GB~DIRECT_DEBIT/60268fbec421a821df7c18c7.wav
hello I'm calling about business loan,hello I'm calling about business loan,5,en-GB,MInDS-14\audio\en-GB~BUSINESS_LOAN/60268d2bc7abb7f832138a12.wav
can I set up a joint account with my partner please,can I set up a joint account with my partner please,11,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268f64cfa37e1cf217b0ee.wav
I want to see my latest transaction,I want to see my latest transaction,12,en-AU,MInDS-14\audio\en-AU~LATEST_TRANSACTIONS/CA28e45de57ec3addfad999c0e1fc0b9b4_2.wav
hi I was hoping to change my address with my bank could you help me,hi I was hoping to change my address with my bank could you help me,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268d83c7abb7f832138a55.wav
how can I put money into my bank account,how can I put money into my bank account,7,en-GB,MInDS-14\audio\en-GB~CASH_DEPOSIT/60268fc0dc3604f481bcb898.wav
hi can I deposit money into my account,hi can I deposit money into my account,7,en-GB,MInDS-14\audio\en-GB~CASH_DEPOSIT/60268f9bdc3604f481bcb886.wav
hello I have a bank account app but it is not working properly maintenance so I cannot access the account,hello I have a bank account app but it is not working properly maintenance so I cannot access the account,2,en-GB,MInDS-14\audio\en-GB~APP_ERROR/60268d67c7abb7f832138a41.wav
I need my card abroad can I pay for things I'm stamps hi yes I'm going on vacation for a few weeks and wanted to ask if I have to do it,I need my card abroad can I pay for things I'm stamps hi yes I'm going on vacation for a few weeks and wanted to ask if I have to do it,0,en-US,MInDS-14\audio\en-US~ABROAD/602b9696963e11ccd901cb79.wav
hello I'm want to know if my visa card America the purchases on let me know the next two weeks from 50 February 2021 and stayed for two weeks and I just checked with you,hello I'm want to know if my visa card America the purchases on let me know the next two weeks from 50 February 2021 and stayed for two weeks and I just checked with you,0,en-GB,MInDS-14\audio\en-GB~ABROAD/60268d9dc7abb7f832138a64.wav
hey I'm just calling in to ask you if I have any direct debits that I hate her mind up for and could I be possible to see my direct debits as I want to return any direct debit,hey I'm just calling in to ask you if I have any direct debits that I hate her mind up for and could I be possible to see my direct debits as I want to return any direct debit,8,en-GB,MInDS-14\audio\en-GB~DIRECT_DEBIT/60268f7ac7abb7f832138c82.wav
what is my cash withdrawal limit at the ATM,what is my cash withdrawal limit at the ATM,3,en-US,MInDS-14\audio\en-US~ATM_LIMIT/602bad90963e11ccd901cddf.wav
app won't let me see my balance,app won't let me see my balance,2,en-GB,MInDS-14\audio\en-GB~APP_ERROR/60268ebadc3604f481bcb803.wav
I have a question about an existing loan,I have a question about an existing loan,5,en-GB,MInDS-14\audio\en-GB~BUSINESS_LOAN/60268f3ddc3604f481bcb84b.wav
I want to check my current account balance,I want to check my current account balance,4,en-AU,MInDS-14\audio\en-AU~BALANCE/CA6720102443abb4ecf468db81efdb8696_2.wav
hi about to cancel one of my Direct debits please I don't need to be paying anymore,hi about to cancel one of my Direct debits please I don't need to be paying anymore,8,en-AU,MInDS-14\audio\en-AU~DIRECT_DEBIT/response_20.wav
hello I have a question about a business loan I would like to discuss with the bank if there are any specific details or someone in particular I can contact please let me know,hello I have a question about a business loan I would like to discuss with the bank if there are any specific details or someone in particular I can contact please let me know,5,en-AU,MInDS-14\audio\en-AU~BUSINESS_LOAN/response_20.wav
I'd like to get some information about business loan,I'd like to get some information about business loan,5,en-GB,MInDS-14\audio\en-GB~BUSINESS_LOAN/60268e00c7abb7f832138ab3.wav
how to make a large payment online and I see that it says that as send me a text message her company was wondering why this is,how to make a large payment online and I see that it says that as send me a text message her company was wondering why this is,10,en-US,MInDS-14\audio\en-US~HIGH_VALUE_PAYMENT/602b9d30bb1e6d0fbce91fa1.wav
hi I'm trying to make a payment online it's telling me I should be getting a text message,hi I'm trying to make a payment online it's telling me I should be getting a text message,10,en-AU,MInDS-14\audio\en-AU~HIGH_VALUE_PAYMENT/CA81d7e935e1d147585e0ea58220e9824b_1.wav
hello how did my name is help me today I just want to update my address details on my account,hello how did my name is help me today I just want to update my address details on my account,1,en-AU,MInDS-14\audio\en-AU~ADDRESS/response_33.wav
hi my name is John Smith I'm just calling because I want to change my address listed with your bank from 1 Smith Street to 2 Smith Street please,hi my name is John Smith I'm just calling because I want to change my address listed with your bank from 1 Smith Street to 2 Smith Street please,1,en-AU,MInDS-14\audio\en-AU~ADDRESS/response_19.wav
hey there I'm just going to change my address,hey there I'm just going to change my address,1,en-AU,MInDS-14\audio\en-AU~ADDRESS/CA62962cfce0a369802ebd15b8e36a1f27_1.wav
I need to make a payment an overdue payment,I need to make a payment an overdue payment,13,en-AU,MInDS-14\audio\en-AU~PAY_BILL/CA3e8c11415b9eb431d83f5bc497d98626_4.wav
having issues with my bank card break down,having issues with my bank card break down,2,en-GB,MInDS-14\audio\en-GB~APP_ERROR/60268b3dc7abb7f8321388c4.wav
I would like to deposit money into my account,I would like to deposit money into my account,7,en-AU,MInDS-14\audio\en-AU~CASH_DEPOSIT/response_36.wav
hi I'd like to change my address please,hi I'd like to change my address please,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268d53c7abb7f832138a36.wav
hello currently in my face cam and I wanted to know what's the max amount of money I can withdraw,hello currently in my face cam and I wanted to know what's the max amount of money I can withdraw,3,en-US,MInDS-14\audio\en-US~ATM_LIMIT/602b982a05f96973d6794398.wav
I just got my new card and it's it's not working with the machine it's it's declining my purchases going to have some milk please thanks,I just got my new card and it's it's not working with the machine it's it's declining my purchases going to have some milk please thanks,6,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_1.wav
I am calling about recent transactions show me some of my recent transactions,I am calling about recent transactions show me some of my recent transactions,12,en-AU,MInDS-14\audio\en-AU~LATEST_TRANSACTIONS/response_3.wav
I would like to pay the bill,I would like to pay the bill,13,en-GB,MInDS-14\audio\en-GB~PAY_BILL/60269033dc3604f481bcb8dc.wav
I like to know about my recent transactions I think there's a payment method May that I don't know about,I like to know about my recent transactions I think there's a payment method May that I don't know about,12,en-US,MInDS-14\audio\en-US~LATEST_TRANSACTIONS/602b9d7e963e11ccd901cc15.wav
hi I'm just calling you at a question with an existing business loan that I have,hi I'm just calling you at a question with an existing business loan that I have,5,en-AU,MInDS-14\audio\en-AU~BUSINESS_LOAN/response_15.wav
